"sample_id";"record_id";"taxoncode";"number";"length";"weight"
13512;1191650;"GOB.GOB.";1;5;0,9
13512;1191651;"GOB.GOB.";1;4,5;0,7
13512;1191652;"GOB.GOB.";1;3,8;0,4
13512;1191653;"GOB.GOB.";1;4,1;0,5
13512;1191654;"GOB.GOB.";1;4,8;0,8
13512;1191673;"CYP.CAR.";1;39,1;1161,9
13512;1191674;"CYP.CAR.";1;41,2;1052,1
13512;1191675;"CYP.CAR.";1;49,3;1949,6
13512;1191655;"GOB.GOB.";1;5,8;1,3
13512;1191656;"GOB.GOB.";1;3,7;0,4
13512;1191657;"GOB.GOB.";1;5,1;1,2
13512;1191658;"GOB.GOB.";1;4,5;0,8
13512;1191659;"GOB.GOB.";1;5,1;1,2
13512;1191660;"GOB.GOB.";1;3,7;0,6
13512;1191661;"GOB.GOB.";1;4,2;0,6
13512;1191662;"GOB.GOB.";1;5,2;1,2
13512;1191663;"GOB.GOB.";1;4,2;0,6
13512;1191664;"GOB.GOB.";1;4,1;0,6
13512;1191665;"GOB.GOB.";1;3,8;0,6
13512;1191666;"GOB.GOB.";1;5,3;1,3
13512;1191667;"GOB.GOB.";1;3,8;0,4
13512;1191668;"GOB.GOB.";1;4,7;0,7
13512;1191669;"GOB.GOB.";1;6;1,8
13512;1191670;"GOB.GOB.";1;5,5;1,3
13512;1191671;"GOB.GOB.";1;4,1;0,4
13512;1191672;"GOB.GOB.";1;4,1;0,5
13512;1191676;"RHO.AMA.";1;3,5;0,4
13512;1191677;"RHO.AMA.";1;3,7;0,4
13512;1191678;"RHO.AMA.";1;3,7;0,4
13512;1191679;"RUT.RUT.";1;6;1,6
13512;1191680;"RUT.RUT.";1;5,5;1,2
13512;1191681;"RUT.RUT.";1;5,8;1,4
13512;1191682;"RUT.RUT.";1;6;1,5
13512;1191683;"RUT.RUT.";1;5,4;0,8
13512;1191684;"RUT.RUT.";1;11,7;15,1
13512;1191685;"RUT.RUT.";1;11,8;16
13512;1191686;"RUT.RUT.";1;12,7;18,8
13512;1191687;"RUT.RUT.";1;12,3;17,1
13512;1191688;"RUT.RUT.";1;6,2;1,9
13512;1191689;"RUT.RUT.";1;10;8,7
13512;1191690;"RUT.RUT.";1;10;8,8
13512;1191691;"RUT.RUT.";1;10,4;10,4
13512;1191695;"LEU.CEP.";1;12,6;17,7
13512;1191696;"LEU.CEP.";1;4,8;0,7
13512;1191697;"LEU.CEP.";1;12,4;16,6
13512;1191698;"LEU.CEP.";1;5;1
13512;1191699;"LEU.CEP.";1;5,4;0,9
13512;1191700;"LEU.CEP.";1;4;0,7
13512;1191701;"LEU.CEP.";1;12,7;18,9
13512;1191702;"LEU.CEP.";1;14,7;30,8
13512;1191703;"LEU.CEP.";1;12,4;17,8
13512;1191704;"LEU.CEP.";1;14,1;29,3
13512;1191705;"LEU.CEP.";1;9,8;8,7
13512;1191706;"LEU.CEP.";1;10,9;10,9
13512;1191707;"LEU.CEP.";1;12,3;17,9
13512;1191708;"LEU.CEP.";1;4,1;0,7
13512;1191709;"LEU.CEP.";1;5,2;1,5
13512;1191710;"LEU.CEP.";1;4,7;0,7
13512;1191711;"LEU.CEP.";1;9,7;7,3
13512;1191712;"LEU.CEP.";1;9,3;9
13512;1191713;"LEU.CEP.";1;8,9;5,2
13512;1191714;"LEU.CEP.";1;8,4;4,2
13512;1191715;"LEU.CEP.";1;4,3;0,4
13512;1191716;"LEU.CEP.";1;5,2;1,3
13512;1191692;"RUT.RUT.";1;7;2,7
13512;1191693;"RUT.RUT.";1;6,9;2,8
13512;1191694;"RUT.RUT.";1;4,6;1,5
13512;1191723;"LEU.DEL.";1;4,5;0,3
13512;1191724;"LEU.DEL.";1;4,6;0,8
13512;1191725;"LEU.DEL.";1;5,4;0,3
13512;1191726;"LEU.DEL.";1;4,3;0,5
13512;1191727;"LEU.DEL.";1;4,4;0,5
13512;1191729;"SCA.ERY.";1;4,6;0,6
13512;1191730;"SCA.ERY.";1;4,8;1,2
13512;1191731;"CAR.AUG.";1;9,1;11,1
13512;1191733;"GOB.GOB.";1;4,6;0,6
13512;1191734;"GOB.GOB.";1;5;1
13512;1191735;"GOB.GOB.";1;5;1
13512;1191736;"GOB.GOB.";1;5,1;1,1
13512;1191737;"GOB.GOB.";1;4,4;0,8
13512;1191738;"GOB.GOB.";1;4,2;0,7
13512;1191739;"GOB.GOB.";1;4,1;0,6
13512;1191740;"GOB.GOB.";1;4,8;1,5
13512;1191741;"GOB.GOB.";1;4,7;2,1
13512;1191742;"GOB.GOB.";1;5,4;1,2
13512;1191743;"GOB.GOB.";1;3,7;0,5
13512;1191744;"GOB.GOB.";1;4,7;0,9
13512;1191745;"GOB.GOB.";1;4;0,3
13512;1191746;"GOB.GOB.";1;5,5;1,5
13512;1191717;"LEU.CEP.";1;5,5;1,2
13512;1191718;"LEU.CEP.";1;6;1,7
13512;1191719;"LEU.CEP.";1;5;1,1
13512;1191720;"LEU.CEP.";1;5;1,1
13512;1191721;"LEU.CEP.";1;4,7;1,1
13512;1191722;"LEU.CEP.";1;4,8;1,1
13512;1191728;"PER.FLU.";1;8,7;5,6
13512;1191732;"LEU.CEP.";1;4,1;0,7
13512;1191747;"LEU.LEU.";1;7,7;9,8
13512;1191748;"LEP.GIB.";1;11,2;28,6
13512;1191749;"PSE.PAR.";1;4;0,5
13512;1191750;"PSE.PAR.";1;4,2;0,6
13512;1191751;"PSE.PAR.";1;4,8;1
13512;1191752;"PSE.PAR.";1;6,8;2,4
13512;1191753;"PSE.PAR.";1;5;1,1
13512;1191754;"PSE.PAR.";1;6,1;1,7
13512;1191755;"PSE.PAR.";1;4,3;1,1
13512;1191756;"PSE.PAR.";1;5,7;0,6
13512;1191757;"PSE.PAR.";1;4,3;0,5
13512;1191758;"PSE.PAR.";1;4,8;1,1
13512;1191759;"PSE.PAR.";1;5,1;0,8
13512;1191760;"PSE.PAR.";1;6;1,5
13512;1191761;"PSE.PAR.";1;4,9;1
13512;1191762;"PSE.PAR.";1;4,8;0,8
13512;1191763;"PSE.PAR.";1;4,5;0,7
13512;1191764;"PSE.PAR.";1;4,8;0,9
13512;1191765;"PSE.PAR.";1;5,5;1,2
13512;1191766;"PSE.PAR.";1;4,6;0,5
13512;1191767;"PSE.PAR.";1;4,2;0,3
13512;1191768;"PSE.PAR.";1;4,5;0,8
13512;1191769;"PSE.PAR.";1;5,3;1,2
13512;1191770;"PSE.PAR.";1;7;2,9
13512;1191771;"PSE.PAR.";1;4,1;0,7
13512;1191772;"PSE.PAR.";1;5,7;1,9
13512;1191773;"PSE.PAR.";1;5,1;0,8
13512;1191774;"PSE.PAR.";1;5,1;1,1
13512;1191775;"PSE.PAR.";1;4;0,6
13512;1191776;"PSE.PAR.";1;6;1,8
13512;1191777;"PSE.PAR.";1;4,6;0,8
13512;1191778;"PSE.PAR.";1;5;1,1
13512;1191779;"PSE.PAR.";1;5,1;1,2
13512;1191780;"PSE.PAR.";1;4,1;0,4
13512;1191781;"PSE.PAR.";1;3;0,3
13512;1191782;"PSE.PAR.";1;4,7;0,8
13512;1191783;"PSE.PAR.";1;6;1,7
13512;1191784;"PSE.PAR.";1;5,5;1,4
13512;1191785;"PSE.PAR.";1;5,9;2,1
13512;1191786;"PSE.PAR.";1;4,6;0,8
13512;1191787;"PSE.PAR.";1;5,8;1,6
13512;1191788;"PSE.PAR.";1;5,8;1,8
13512;1191789;"PSE.PAR.";1;5,2;1,1
13512;1191790;"PSE.PAR.";1;4,7;0,9
13512;1191791;"PSE.PAR.";1;3,7;0,7
13512;1191792;"PSE.PAR.";1;4;0,3
13512;1191793;"PSE.PAR.";1;5,5;1,7
13512;1191794;"PSE.PAR.";1;7;3,3
13512;1191795;"PSE.PAR.";1;5;0,4
13512;1191796;"PSE.PAR.";1;4,5;0,7
13512;1191797;"PSE.PAR.";1;5,1;1
13512;1191798;"PSE.PAR.";1;5;1
13512;1191799;"PSE.PAR.";1;4,5;0,6
13512;1191800;"PSE.PAR.";1;4;0,4
13512;1191801;"PSE.PAR.";1;5,8;1,5
